Alphabet,Immatriculation,Raison sociale,Enseigne,Adresse,Code postal,Ville,Téléphone,Fax,E-mail,Site web,Hyperlink
D,IM 083 14 0009,DEFY EURL - TUI,TUI FRANCE - TUI STORE,"7, PLACE AMIRAL SÉNÈS, 533, rue Louis Braille",83000,TOULON,+33 4 94 46 37 02,,fadilasoreau3103@gmail.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34169
D,IM 072 11 0003,DEHEME TOURISME - TUI,TUI STORE,"2 BIS, RUE MARCHANDE",72100,LE MANS,+33 6 50 53 09 12,,agseille@gmail.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33259
D,IM 036 10 0009,DELALANDE VOYAGES / HAVAS VOYAGES,HAVAS VOYAGES,"6, AVENUE DE LA GARE",36000,CHATEAUROUX,,,,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32103
D,IM 044 18 0002,DELF ENVOL - TUI,,PARC COMMERCIAL DE LA COLLERAYE,44260,SAVENAY,+33 6 49 25 38 22,,delfenvol@gmail.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32283
D,IM 035 10 0046,DELORA TOURISME / HAVAS VOYAGES,HAVAS VOYAGES,"17 BIS ,GRANDE RUE",35470,BAIN DE BRETAGNE,+33 2 99 43 86 61,,agence@delora-tourisme.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32072
D,IM 052 11 0005,DELTA VOYAGES / SELECTOUR,DDP VOYAGES,"2, BLD ABBÉ VALLA",30400,VILLENEUVE LEZ AVIGNON,+33 4 90 90 06 66,,deltavoyages@wanadoo.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32425
D,IM 049 10 0022,DEMAS VOYAGES,360° VOYAGE - EVENTS,"9 BIS, RUE ANTOINE BOURDELLE",75015,PARIS,,,,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32382
D,IM 001 10 0008,DEMZOU EURL,,"852, CHEMIN DES PLATIERES",01390,MIONNAY,+33 4 72 26 58 06,,denis.moulard@demzou.fr,www.demzou.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31469
D,IM 093 15 0008,DESIDERIA VOYAGES,JET TOURS,"31, AVENUE DU MARÉCHAL FOCH",93360,NEUILLY PLAISANCE,+33 1 41 54 16 16,,j.timon@desideriavoyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34694
D,IM 068 12 0013,DESIGN ORGANISATION - L'ILE AUX VOYAGES -,L'ILE AUX VOYAGES,"7, RUE DU NOYER",67000,STRASBOURG,,,bienvenue@design-organisation.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32920
D,IM 033 10 0003,DESIRS2REVES.COM / SELECTOUR,,"20, PLACE BAYARD",16100,COGNAC,,,contactagence.cognac@desirs2reves.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31992
D,IM 026 10 0010,DESTINATION PROVENCE,,"17, RUE HONORÉ BALZAC",26000,VALENCE,+33 6 87 86 21 74,,info@destination-provence.fr,www.destination-provence.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31868
D,IM 064 11 0046,DESTINATIONS AILLEURS / HAVAS VOYAGES,HAVAS VOYAGES,"PALAIS DES PYRÉNÉES - 72,",64000,PAU,+33 5 59 27 65 33,,destinationsailleurs@orange.fr,destinations-voyagesd-pau,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32833
D,IM 974 18 0001,DESTINATIONS VOYAGES,,"12 AVENUE LECONTE DE LISLE - SAINTE CLOTILDE, BP 4354",97490,SAINT-DENIS,+33 2 62 15 00 50,,pminatchy@destinationsvoyages.re,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34857
D,IM 075 10 0408,DHD VOYAGES,DHD - LAIKA VOYAGES,4 RUE PAUL CEZANNE,75008,PARIS,+33 1 42 89 32 64,,laika@dhdlaika.com,www.dhdlaika.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33668
D,IM 038 10 0059,DIEGO EVASIONS SARL - TUI,TUI FRANCE - TUI STORE,"45, RUE DE LA RÉPUBLQIUE",38300,BOURGOIN JALLIEU,+33 4 74 43 08 98,,patricia.lang@free.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32140
D,IM 021 10 0003,DILIVOYAGE / SELECTOUR,S.B.E.T.,"10, AVENUE DE LA RÉPUBLIQUE",21200,BEAUNE,+33 3 80 24 24 82,,dilivoyage@wanadoo.fr,www.dilivoyage.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31822
D,IM 074 10 0154,DIOCESE D'ANNECY ÉVÊCHÉ,SERVICE DIOCESAIN DES PELERINAGES,"5, AVENUE DE LA VISITATION - BP 41",74001,ANNECY CEDEX,+33 4 50 52 37 11,,pelerinage@diocese-annecy.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33289
D,IM 043 10 0014,DIRECTION DIOCESAINE DES PELERINAGES DE LE PUY EN VELAY,,"4 BIS, RUE SAINT-GEORGES",43000,LE PUY EN VELAY,+33 4 71 09 73 45,,,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32203
D,IM 057 12 0001,DIRECTION DIOCESAINE DES PELERINAGES DE METZ,MENSE ÉPISCOPALE,"15, PLACE SAINTE GLOSSINDE - BP 10690",57019,METZ CEDEX 1,+33 6 09 77 32 15,,philippe.hiegel@gmail.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32573
D,IM 073 11 0025,DIRECTION SUD,CLUB ALPES PYRENEES,"98, RUE FRÉDÉRIC MISTRAL",13980,ALLEINS,+33 4 92 73 32 44,,lefoll.rene@gmail.com,www.club-alpes-pyrenees.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33269
D,IM 069 11 0029,DJURINGA JUNIORS / CEDIV,CEDIV,"46 BIS, RUE LOUIS AULAGNE",69600,OULLINS,+33 4 78 23 23 46,,damien@djuringa-juniors.fr,www.djuringa-juniors.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32966
D,IM 091 19 0004,DMJ - ASSOCIATION DÉCOUVERTE MONTAGNE JEUNESSE / UNOSEL,DMJ,1812 ROUTE DU MONT THABOR,73450,VALMEINIER,+33 4 79 59 28 28,,laurent@dmj.asso.fr,www.dmj.asso.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34454
D,IM 080 18 0003,DOM VOYAGES / CDMV,ILOT VOYAGES - TOURCOM - CDMV,"7, RUE DU MARCHÉ LANSELLES",80000,AMIENS,,,domvoyages@orange.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34131
D,IM 058 20 0001,DOMAINE DE L'ESPERANCE / UNOSEL,,"1, L'ESPÉRANCE",58310,DAMPIERRE SOUS BOUHY,+33 3 86 26 47 35,,contact@poney-club.com,www.poney-club.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32586
D,IM 082 19 0005,DOMAINE DE LAUZERTE / UNOSEL,,"LES BORDES, Lot. 65-Corniche du Mont Vignaigre",82110,LAUZERTE,+33 6 76 66 14 18,,equi-sejour-lauzerte@wanadoo.fr,www.domaine-de-lauzerte.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34144
D,IM 089 18 0002,DOMAINE EQUESTRE DE CHEVILLON / UNOSEL,,CLUB HIPPIQUE LES BERTINS CHEVILLON,89120,CHARNY ORÉE DE PUISAYE,+33 3 86 73 37 40,,contact@chevillon.eu,www.chevillon-colonies.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34280
D,IM 059 11 0001,DREAM VOYAGES / SELECTOUR,DREAM SERVICES,"280, CHAUSSÉE FERNAND FOREST",59200,TOURCOING,+33 3 20 68 21 88,,lesvoyagesdedream@yahoo.fr,www.lesvoyagesdedream.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32615
D,IM 075 13 0014,DREAMWELL / CDMV,CDMV,"27, RUE DES VIGNES",75016,PARIS,+33 1 56 90 10 96,,contact@dreamwell.fr,https://dreamwell.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33806
D,IM 075 10 0034,DTOUR - EVERY TRAVEL,,"19, RUE GERBERT",75015,PARIS,+33 1 53 95 33 33,,amelie.quenet@dtour.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33325
D,IM 094 12 0032,DU REVE O VOYAGES / CEDIV,CEDIV,"128 BIS, BLD DE CRÉTEIL",94100,SAINT MAUR DES FOSSES,,,nalieblin@gmail.com,www.du-reve-o-voyages.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34729
D,IM 093 14 0011,DUGNY TRAVEL / SELECTOUR,,"8, AVENUE AMBROISE CROIZAT",93440,DUGNY,+33 1 71 86 47 90,,dugnytravel@selectour.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34693
D,IM 004 12 0003,DURAND MARTIN ET GASSIER VOYAGES / SELECTOUR,D.M.G. VOYAGES,"17, AVENUE JEAN GIONO",04100,MANOSQUE,+33 4 92 72 18 18,,narnaud-decroix.dmg@selectour.com,www.dmg-voyages.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31486
D,IM 040 11 0010,DUVERGER / SELECTOUR,,"603, AVENUE DU TOURING CLUB DE FRANCE",40150,SOORTS HOSSEGOR,,,duverger-hossegor@selectour.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32183
D,IM 078 11 0037,D 4 A - LA CARTE DES VOYAGES / SELECTOUR,VOYAGES 27,"14, RUE DU DUC DE BOUILLON",27000,EVREUX,,,voyages27-evreux@selectour.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34086
D,IM 085 10 0014,D'CLICK TOURS PASSION / CEDIV,CEDIV,CENTRE COMMERCIAL LECLERC -,85110,CHANTONNAY,+33 2 51 05 51 10,,contact@dclicktourspassion.fr,www.dclicktourspassion.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34210
D,IM 059 10 0003,D'VOYAGES / SELECTOUR,DELGRANGE VOYAGES,"22, BLD SAINTE BARBE",59140,DUNKERQUE,,,dunkerque@delgrangevoyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32588
D,IM 075 10 0031,DARATOURS / SELECTOUR,,"9, RUE JAUCOURT",75012,PARIS,+33 1 53 33 00 09,,info@daratours.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33323
D,IM 072 11 0001,DAS PFEIL TOURISME - TUI,TUI STORE - NOUVELLES FRONTIERES -,44 GRANDE RUE,72200,LA FLECHE,+33 6 50 53 09 12,,agseille@gmail.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33257
D,IM 075 10 0243,DAUMESNIL VOYAGES / SELECTOUR,,"266, AVENUE DAUMESNIL",75012,PARIS,+33 1 43 07 90 88,,daumesnil-266@selectour.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33394
D,IM 038 12 0015,DAUPHITOUR / TOURCOM,TOURCOM,"1, AVENUE PIERRE SÉMARD",38400,SAINT MARTIN D'HERES,+33 4 76 42 88 02,,accueil@dauphitour.com,www.dauphitour,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32151
D,IM 007 11 0014,DD INVEST - EVASION / CEDIV,EVASION - ARTISAN VOYAGISTE - CEDIV -,"575, AVENUE DE LA RÉPUBLIQUE",07500,GUILHERAND GRANGES,+33 4 75 25 83 89,,guilherand@evasion-voyages.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31570
D,IM 059 20 0006,DECATHLON EXPERIENCE,Décathlon.Ski - Décathlon.Expérience,"6, RUE DES BOUVIÈRES",74940,ANNECY LE VIEUX,+33 6 29 18 83 33,,thierry.joubert@decathlon.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32677
D,IM 058 10 0002,DECIZE VOYAGES / SELECTOUR,VIABELA VOYAGES,"1, RUE DU COMMERCE - BP 90",58204,COSNE COURS SUR LOIRE,,,contact@viabelavoyages.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32582
D,IM 083 10 0044,DECLIC EVASION / CEDIV,CEDIV,CENTRE AGORA,83440,CALLIAN,,,info@declic-evasion.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34153
D,IM 007 14 0002,DECOUVERTE EN GROUPE,,2400 ROUTE DE LABEAUME-QUARTIER LA BUISSIERE,07120,LABEAUME,+33 4 75 35 90 88,,contact@decouverteengroupe.com,www.decouverteengroupe.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31581
D,IM 005 11 0019,DEESSE VOYAGES / SELECTOUR,,674 CHEMIN DU MOULIN,05230,CHORGES,+33 4 92 54 95 26,,contact@deessevoyages.com,www.deessevoyages.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31496
D,IM 083 14 0009,DEFY EURL - TUI,TUI FRANCE - TUI STORE,"7, PLACE AMIRAL SÉNÈS, 533, rue Louis Braille",83000,TOULON,+33 4 94 46 37 02,,fadilasoreau3103@gmail.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34169
D,IM 072 11 0003,DEHEME TOURISME - TUI,TUI STORE,"2 BIS, RUE MARCHANDE",72100,LE MANS,+33 6 50 53 09 12,,agseille@gmail.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33259
D,IM 036 10 0009,DELALANDE VOYAGES / HAVAS VOYAGES,HAVAS VOYAGES,"6, AVENUE DE LA GARE",36000,CHATEAUROUX,,,,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32103
D,IM 044 18 0002,DELF ENVOL - TUI,,PARC COMMERCIAL DE LA COLLERAYE,44260,SAVENAY,+33 6 49 25 38 22,,delfenvol@gmail.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32283
D,IM 035 10 0046,DELORA TOURISME / HAVAS VOYAGES,HAVAS VOYAGES,"17 BIS ,GRANDE RUE",35470,BAIN DE BRETAGNE,+33 2 99 43 86 61,,agence@delora-tourisme.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32072
D,IM 052 11 0005,DELTA VOYAGES / SELECTOUR,DDP VOYAGES,"2, BLD ABBÉ VALLA",30400,VILLENEUVE LEZ AVIGNON,+33 4 90 90 06 66,,deltavoyages@wanadoo.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32425
D,IM 049 10 0022,DEMAS VOYAGES,360° VOYAGE - EVENTS,"9 BIS, RUE ANTOINE BOURDELLE",75015,PARIS,,,,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32382
D,IM 001 10 0008,DEMZOU EURL,,"852, CHEMIN DES PLATIERES",01390,MIONNAY,+33 4 72 26 58 06,,denis.moulard@demzou.fr,www.demzou.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31469
D,IM 093 15 0008,DESIDERIA VOYAGES,JET TOURS,"31, AVENUE DU MARÉCHAL FOCH",93360,NEUILLY PLAISANCE,+33 1 41 54 16 16,,j.timon@desideriavoyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34694
D,IM 068 12 0013,DESIGN ORGANISATION - L'ILE AUX VOYAGES -,L'ILE AUX VOYAGES,"7, RUE DU NOYER",67000,STRASBOURG,,,bienvenue@design-organisation.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32920
D,IM 033 10 0003,DESIRS2REVES.COM / SELECTOUR,,"20, PLACE BAYARD",16100,COGNAC,,,contactagence.cognac@desirs2reves.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31992
D,IM 026 10 0010,DESTINATION PROVENCE,,"17, RUE HONORÉ BALZAC",26000,VALENCE,+33 6 87 86 21 74,,info@destination-provence.fr,www.destination-provence.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31868
D,IM 064 11 0046,DESTINATIONS AILLEURS / HAVAS VOYAGES,HAVAS VOYAGES,"PALAIS DES PYRÉNÉES - 72,",64000,PAU,+33 5 59 27 65 33,,destinationsailleurs@orange.fr,destinations-voyagesd-pau,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32833
D,IM 974 18 0001,DESTINATIONS VOYAGES,,"12 AVENUE LECONTE DE LISLE - SAINTE CLOTILDE, BP 4354",97490,SAINT-DENIS,+33 2 62 15 00 50,,pminatchy@destinationsvoyages.re,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34857
D,IM 075 10 0408,DHD VOYAGES,DHD - LAIKA VOYAGES,4 RUE PAUL CEZANNE,75008,PARIS,+33 1 42 89 32 64,,laika@dhdlaika.com,www.dhdlaika.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33668
D,IM 038 10 0059,DIEGO EVASIONS SARL - TUI,TUI FRANCE - TUI STORE,"45, RUE DE LA RÉPUBLQIUE",38300,BOURGOIN JALLIEU,+33 4 74 43 08 98,,patricia.lang@free.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32140
D,IM 021 10 0003,DILIVOYAGE / SELECTOUR,S.B.E.T.,"10, AVENUE DE LA RÉPUBLIQUE",21200,BEAUNE,+33 3 80 24 24 82,,dilivoyage@wanadoo.fr,www.dilivoyage.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31822
D,IM 074 10 0154,DIOCESE D'ANNECY ÉVÊCHÉ,SERVICE DIOCESAIN DES PELERINAGES,"5, AVENUE DE LA VISITATION - BP 41",74001,ANNECY CEDEX,+33 4 50 52 37 11,,pelerinage@diocese-annecy.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33289
D,IM 043 10 0014,DIRECTION DIOCESAINE DES PELERINAGES DE LE PUY EN VELAY,,"4 BIS, RUE SAINT-GEORGES",43000,LE PUY EN VELAY,+33 4 71 09 73 45,,,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32203
D,IM 057 12 0001,DIRECTION DIOCESAINE DES PELERINAGES DE METZ,MENSE ÉPISCOPALE,"15, PLACE SAINTE GLOSSINDE - BP 10690",57019,METZ CEDEX 1,+33 6 09 77 32 15,,philippe.hiegel@gmail.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32573
D,IM 073 11 0025,DIRECTION SUD,CLUB ALPES PYRENEES,"98, RUE FRÉDÉRIC MISTRAL",13980,ALLEINS,+33 4 92 73 32 44,,lefoll.rene@gmail.com,www.club-alpes-pyrenees.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33269
D,IM 069 11 0029,DJURINGA JUNIORS / CEDIV,CEDIV,"46 BIS, RUE LOUIS AULAGNE",69600,OULLINS,+33 4 78 23 23 46,,damien@djuringa-juniors.fr,www.djuringa-juniors.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32966
D,IM 091 19 0004,DMJ - ASSOCIATION DÉCOUVERTE MONTAGNE JEUNESSE / UNOSEL,DMJ,1812 ROUTE DU MONT THABOR,73450,VALMEINIER,+33 4 79 59 28 28,,laurent@dmj.asso.fr,www.dmj.asso.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34454
D,IM 080 18 0003,DOM VOYAGES / CDMV,ILOT VOYAGES - TOURCOM - CDMV,"7, RUE DU MARCHÉ LANSELLES",80000,AMIENS,,,domvoyages@orange.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34131
D,IM 058 20 0001,DOMAINE DE L'ESPERANCE / UNOSEL,,"1, L'ESPÉRANCE",58310,DAMPIERRE SOUS BOUHY,+33 3 86 26 47 35,,contact@poney-club.com,www.poney-club.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32586
D,IM 082 19 0005,DOMAINE DE LAUZERTE / UNOSEL,,"LES BORDES, Lot. 65-Corniche du Mont Vignaigre",82110,LAUZERTE,+33 6 76 66 14 18,,equi-sejour-lauzerte@wanadoo.fr,www.domaine-de-lauzerte.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34144
D,IM 089 18 0002,DOMAINE EQUESTRE DE CHEVILLON / UNOSEL,,CLUB HIPPIQUE LES BERTINS CHEVILLON,89120,CHARNY ORÉE DE PUISAYE,+33 3 86 73 37 40,,contact@chevillon.eu,www.chevillon-colonies.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34280
D,IM 059 11 0001,DREAM VOYAGES / SELECTOUR,DREAM SERVICES,"280, CHAUSSÉE FERNAND FOREST",59200,TOURCOING,+33 3 20 68 21 88,,lesvoyagesdedream@yahoo.fr,www.lesvoyagesdedream.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32615
D,IM 075 13 0014,DREAMWELL / CDMV,CDMV,"27, RUE DES VIGNES",75016,PARIS,+33 1 56 90 10 96,,contact@dreamwell.fr,https://dreamwell.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33806
D,IM 075 10 0034,DTOUR - EVERY TRAVEL,,"19, RUE GERBERT",75015,PARIS,+33 1 53 95 33 33,,amelie.quenet@dtour.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33325
D,IM 094 12 0032,DU REVE O VOYAGES / CEDIV,CEDIV,"128 BIS, BLD DE CRÉTEIL",94100,SAINT MAUR DES FOSSES,,,nalieblin@gmail.com,www.du-reve-o-voyages.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34729
D,IM 093 14 0011,DUGNY TRAVEL / SELECTOUR,,"8, AVENUE AMBROISE CROIZAT",93440,DUGNY,+33 1 71 86 47 90,,dugnytravel@selectour.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34693
D,IM 004 12 0003,DURAND MARTIN ET GASSIER VOYAGES / SELECTOUR,D.M.G. VOYAGES,"17, AVENUE JEAN GIONO",04100,MANOSQUE,+33 4 92 72 18 18,,narnaud-decroix.dmg@selectour.com,www.dmg-voyages.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31486
D,IM 040 11 0010,DUVERGER / SELECTOUR,,"603, AVENUE DU TOURING CLUB DE FRANCE",40150,SOORTS HOSSEGOR,,,duverger-hossegor@selectour.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32183
E,IM 046 22 0002,EAGLE EXPERIENCE SAS,,"26, RUE RENÉ DELPECH",46090,PRADINES,+33 6 47 75 93 24,,contact@eagle-experience.com,www.eagle-experience.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32334
E,IM 075 20 0001,EASY2CALL,Easy2call,"75, RUE DE RICHELIEU",75002,PARIS,+33 1 76 49 46 59,,fmartin@easy2call.biz,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33974
E,IM 074 15 0009,EB TRIP / CDMV,CDMV,"404, RUE DES GENEVRILLES",74500,PUBLIER,+33 6 46 27 75 02,,contact@ericandthetrip.com,www.ericandthetrip.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33295
E,IM 059 18 0003,ECHAPPEE NAMIBIENNE,,"679, AVENUE DE LA RÉPUBLIQUE",59800,LILLE,+33 6 76 70 25 08,,contact@echappee-namibienne.fr,www.echappee-namibienne.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32667
E,IM 013 20 0007,ECI - ECHANGES CULTURELS INTERNATIONAUX,ECI,"62, AVENUE DU MARÉCHAL DE LATTRE DE TASSIGNY",13090,AIX EN PROVENCE,+33 4 42 21 07 68,,eci@eci.asso.fr,www.eci.asso.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31749
E,IM 021 12 0016,ECOLE DES VINS DE BOURGOGNE,,"6, RUE DU 16 ÈME CHASSEURS",21200,BEAUNE,+33 3 80 26 35 10,,brigitte.houdeline@bivb.com,www.ecoledesvins-bourgogne.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31824
E,IM 092 23 0015,EDENRED FRANCE,,"166-180, BLD GABRIEL PÉRI",92240,MALAKOFF,+33 1 70 15 09 53,,partenariat@prowebce.com,www.meyclub.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34546
E,IM 087 10 0004,EDI - ETUDES ET DECOUVERTES INTERNATIONALES,EDI - Etudes et Séjours Linguistiques,"46, AVENUE DES BÉNÉDICTINS",87000,LIMOGES,+33 5 55 03 67 75,,pierre.edi@edilangues.com,www.edilangues.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34261
E,IM 075 17 0053,ÉDITIONS LE FIL D'ARIANE,MUSIC & OPERA,"16, RUE BLEUE",75009,PARIS,+33 1 53 59 39 29,,cecile.temime@music-opera.com,www.music-opera.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33954
E,IM 075 10 0204,EF EDUCATION SARL,EF Education First,"87, AVENUE DE SAXE",69003,LYON,,,,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33371
E,IM 075 10 0079,EF INTERNATIONAL,EF Education First,"5, AVENUE DE PROVENCE",75009,PARIS,+33 1 42 61 82 15,,andreas.lindarang@ef.com,www.ef.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33340
E,IM 033 10 0009,EFFECTIVE / UNOSEL,EFFECTIVE LINGUISTIQUE,"3, RUE FÉNELON",33000,BORDEAUX,+33 5 57 77 44 88,,contact@effective-linguistique.com,www.effective-linguistique.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31993
E,IM 092 11 0003,EGENCIA FRANCE,,"TOUR EGEE - 9-11, ALLÉE DE L'ARCHE",92671,COURBEVOIE CEDEX,+33 1 73 01 01 01,,o.chevin@egencia.fr,www.egencia.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34495
E,IM 092 11 0046,EGIDE SERVICES / SELECTOUR,EGIDE VOYAGES,"34, RUE D'ESTIENNE D'ORVES",91370,VERRIERES LE BUISSON,+33 1 69 30 16 50,,egide-verrieres@selectour.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34507
E,IM 035 10 0023,ELAN CHD / CEDIV,CEDIV,PARC D'ACTIVITÉS DE HÉDÉ,35410,DOMLOUP,+33 2 99 37 18 54,,efoucaud@elanchd.com,www.elanchd.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32065
E,IM 075 20 0011,ELITE TURISMO,,"228, RUE DE COURCELLES",75017,PARIS,+33 6 99 66 17 76,,comptabilite@eliteturismo.com,www.eliteturismo.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33975
E,IM 034 10 0007,ELLIPSE VOYAGE - CAVE COOPÉRATIVE / CEDIV,CEDIV,AVENUE JEAN-MARIE FABRE,34500,BEZIERS,,,christophe@ellipse-voyage.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32035
E,IM 066 13 0007,ELNE VOYAGES / CEDIV,CEDIV,"17, BLD DES EVADÉS DE FRANCE",66200,ELNE,+33 4 68 98 27 54,,scb@elne-voyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32856
E,IM 092 17 0004,ELSTARECON EVENEMENTS ET CONSEILS / CEDIV,CEDIV - ELSTARECON E&C,"16, RUE EDMOND DARBOIS - PORTE GAUCHE -",92230,GENNEVILLIERS,+33 6 20 58 14 50,,contact@elstarecon.fr,https//:elstarecon.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34538
E,IM 078 17 0011,ELUX GROUPE,ELUXTRAVEL-ELUXFRANCE-ELUXEVENT,"11 BIS, RUE ALBERT JOLY",78000,VERSAILLES,+33 1 39 20 17 77,,fs@eluxgroupe.com,www.eluxtravel.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34104
E,IM 013 19 0005,EMANCIPATION PAR LE TOURIME,CEDIV,MR TOURLAN - 2ÈME ÉTAGE -,13002,MARSEILLE,+33 4 91 91 26 31,,accueil@etclpaca.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31747
